id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,falha_desgaste_ferramenta,falha_dissipacao_calor,falha_potencia,falha_tensao_excessiva,falha_aleatoria
L55818,L,299.6,308.5,90.0,1723.0,27.5,71.0,0,0,0,0,0,0
M19146,M,301.8,309.9,90.0,1630.0,29.7,59.0,0,0,0,0,0,0
L53071,L,301.4,311.0,90.0,1436.0,45.5,159.0,0,0,0,0,0,0
L47282,L,298.8,308.8,90.0,1388.0,48.9,94.0,0,0,0,0,0,0
M16007,M,298.0,308.3,90.0,1470.0,43.7,184.0,0,0,0,0,0,0
M24098,M,297.6,308.6,90.0,1522.0,37.0,106.0,0,0,0,0,0,0
H37262,H,300.2,311.6,90.0,1827.0,24.3,51.0,0,0,0,0,0,0
L57148,L,298.2,308.0,90.0,1605.0,31.6,154.0,0,0,0,0,0,0
M19346,M,302.6,310.5,90.0,1747.0,27.7,94.0,0,0,0,0,0,0
L50043,L,300.5,309.4,90.0,1771.0,28.7,244.0,0,0,0,0,0,0
L56116,L,297.4,308.3,90.0,1793.0,25.8,13.0,0,0,0,0,0,0
M16501,M,298.0,308.0,90.0,1510.0,47.6,79.0,0,0,0,0,0,0
L48463,L,298.3,309.4,90.0,1387.0,45.6,96.0,0,0,0,0,0,0
L51323,L,301.9,310.3,90.0,1551.0,34.1,54.0,0,0,0,0,0,0
L53213,L,300.6,310.7,90.0,1567.0,35.2,9.0,0,0,0,0,0,0
L47705,L,297.5,308.5,90.0,1382.0,45.5,2.0,0,0,0,0,0,0
L48462,L,298.8,309.8,90.0,1442.0,48.4,94.0,0,0,0,0,0,0
L49816,L,299.9,309.6,90.0,1350.0,57.3,124.0,0,0,0,0,0,0
L52713,L,302.4,311.7,90.0,1553.0,32.8,112.0,0,0,0,0,0,0
L51670,L,302.5,310.4,90.0,1639.0,20.3,23.0,0,0,0,0,0,0
L56133,L,297.2,307.9,90.0,1518.0,36.0,197.0,0,0,0,0,0,0
M17591,M,299.8752482392333,309.1,90.0,1566.0,32.9,135.0,0,0,0,0,0,0
L56483,L,298.3,309.1,90.0,1537.0,42.3,121.0,0,0,0,0,0,0
M17033,M,299.5,309.2,90.0,1615.0,36.1,174.0,0,0,0,0,0,0
L56198,L,297.1,308.1,90.0,1615.0,35.4,217.0,1,1,0,0,0,0
L53588,L,300.3,309.9,90.0,1410.0,47.6,94.0,0,0,0,0,0,0
H38969,H,299.4,310.6,90.0,1392.0,42.3,124.0,0,0,0,0,0,0
L51228,L,299.6,310.8,90.0,1515.0,35.2,104.04401305817885,0,0,0,0,0,0
L55774,L,297.4,308.0,90.0,1356.0,55.8,184.0,0,0,0,0,0,0
L54943,L,300.4,311.6,90.0,1200.0,76.6,3.0,1,1,0,0,0,0
M15695,M,296.4,309.8,90.0,1519.0,47.6,182.0,0,0,0,0,0,0
L47967,L,295.7,306.2,90.0,1483.0,24.4,127.0,0,0,0,0,0,0
L51651,L,302.8,310.6,90.0,1641.0,29.1,2.0,0,0,0,0,0,0
L50240,L,300.0,309.1,90.0,1501.0,35.3,203.0,0,0,0,0,0,0
M18462,M,301.7,310.6,90.0,1563.0,38.6,68.0,0,0,0,0,0,0
M20894,M,300.6,310.8,90.0,1489.0,36.8,7.0,0,0,0,0,0,0
M24814,M,298.2,307.9,90.0,1446.0,37.0,98.0,0,0,0,0,0,0
L55909,L,297.3,308.6,90.0,1526.0,41.7,9.0,0,0,0,0,0,0
L54345,L,300.2,310.1,90.0,1620.0,35.8,45.0,0,0,0,0,0,0
M18819,M,302.2,311.5,90.0,1560.0,35.0,104.04401305817885,0,0,0,0,0,0
L53028,L,301.4,311.3,90.0,1571.0,34.2,50.0,0,0,0,0,0,0
L53118,L,300.7,310.4,90.0,1702.0,33.1,94.0,0,0,0,0,0,0
L55289,L,300.2,311.7,90.0,1821.0,,49.0,0,0,0,0,0,0
M18384,M,301.8,310.8,90.0,1636.0,33.7,194.0,0,0,0,0,0,0
M18884,M,301.9,310.9,90.0,1392.0,46.1,0.0,0,0,0,0,0,0
L56244,L,297.4,308.4,90.0,1548.0,35.7,155.0,0,0,0,0,0,0
M23988,M,297.4,308.5,90.0,1483.0,41.8,78.0,0,0,0,0,0,0
L49052,L,298.3,308.1,90.0,1386.0,58.4,90.0,0,0,0,0,0,0
M19264,M,302.4,310.2,90.0,1484.0,45.9,155.0,0,0,0,0,0,0
L53184,L,300.7,310.4,90.0,1527.0,36.1,76.0,0,0,0,0,0,0
M17283,M,298.8,308.5,90.0,1518.0,36.6,23.0,0,0,0,0,0,0
L56472,L,298.2,309.0,90.0,1520.0,39.9,91.0,0,0,0,0,0,0
L55851,L,297.5,309.8,90.0,1560.0,37.8,112.0,0,0,0,0,0,0
L57077,L,298.8,309.8,90.0,1357.0,49.1,94.0,0,0,0,0,0,0
L55535,L,298.7,309.6,90.0,1483.0,49.0,198.0,0,0,0,0,0,0
M19890,M,299.6,313.0,90.0,1671.0,29.9,110.0,0,0,0,0,0,0
L56746,L,299.8,311.1,90.0,1802.0,25.8,179.0,0,0,0,0,0,0
L50674,L,301.9,311.0,90.0,1740.0,30.1,164.0,0,0,0,0,0,0
L53418,L,301.3,310.8,90.0,1390.0,61.4,164.0,0,0,0,0,0,0
M23255,M,298.6,309.6,90.0,1372.0,46.5,92.0,0,0,0,0,0,0
L55983,L,297.2,307.8,90.0,1367.0,47.7,102.0,0,0,0,0,0,0
L55543,L,299.6,309.7,90.0,1442.0,43.9,13.0,0,0,0,0,0,0
L54087,L,300.9,311.3,90.0,1416.0,46.3,168.0,0,0,0,0,0,0
L47253,L,298.9,309.1,90.0,1496.0,43.8,59.0,0,0,0,0,0,0
M22809,M,300.1,311.4,90.0,1877.0,23.1,20.0,0,0,0,0,0,0
L53270,L,300.9,310.8,90.0,1708.0,26.5,14.0,0,0,0,0,0,0
M20085,M,299.8752482392333,312.9,90.0,1641.0,32.7,7.0,0,0,0,0,0,0
L56856,L,299.0,310.1,90.0,1691.0,30.6,104.04401305817885,0,0,0,0,0,0
L56873,L,299.0,310.0,90.0,1430.0,,51.0,0,0,0,0,0,0
M17028,M,299.5,309.4,90.0,1420.0,49.5,5.0,0,0,0,0,0,0
L50868,L,302.0,311.2,90.0,1483.0,36.2,94.0,0,0,0,0,0,0
L54656,L,300.2,311.5,90.0,1551.0,41.8,82.0,0,0,0,0,0,0
L55951,L,297.5,308.6,90.0,1569.0,39.0,94.0,0,0,0,0,0,0
L53419,L,301.2,310.6,90.0,1483.0,46.0,119.0,0,0,0,0,0,0
L55113,L,299.6,311.8,90.0,1657.0,32.1,202.0,0,0,0,0,0,0
L51421,L,302.6,309.8,90.0,1511.0,44.3,79.0,0,0,0,0,0,0
L47319,L,298.8,308.6,90.0,1522.0,35.6,64.0,0,0,0,0,0,0
L54261,L,300.7,310.4,90.0,1483.0,43.7,205.0,0,0,0,0,0,0
L53370,L,300.9,310.9,90.0,1348.0,26.4,40.0,0,0,0,0,0,1
L54527,L,299.7,310.2,90.0,1469.0,42.6,17.0,0,0,0,0,0,0
M23730,M,297.6,309.0,90.0,1438.0,49.6,94.0,0,0,0,0,0,0
M24157,M,298.2,308.9,90.0,1724.0,25.8,143.0,0,0,0,0,0,0
M17123,M,299.4,308.6,90.0,1430.0,47.2,64.0,0,0,0,0,0,0
M23235,M,298.8,309.6,90.0,1384.0,50.1,94.0,0,0,0,0,0,0
L50088,L,299.6,309.8,90.0,1483.0,27.7,103.0,0,0,0,0,0,0
L48161,L,296.2,306.8,90.0,1445.0,48.4,136.0,0,0,0,0,0,0
L53365,L,301.1,311.0,90.0,1634.0,27.3,94.0,0,0,0,0,0,0
L48793,L,297.9,308.0,90.0,1561.0,33.9,41.0,0,0,0,0,0,0
M16791,M,298.2,308.0,90.0,1969.0,21.9,29.0,0,0,0,0,0,0
L55966,L,297.5,309.8,90.0,1306.0,50.7,139.0,0,0,0,0,0,0
L53824,L,301.5,310.6,90.0,1359.0,50.9,98.0,0,0,0,0,0,0
M21922,M,299.6,310.4,90.0,1679.0,28.8,155.0,0,0,0,0,0,0
M19546,M,303.5,311.6,90.0,1344.0,52.6,168.0,0,0,0,0,0,0
L54860,L,299.6,311.7,90.0,1750.0,29.3,166.0,0,0,0,0,0,0
L54626,L,299.6,311.8,90.0,1461.0,47.4,174.0,0,0,0,0,0,0
H32504,H,300.1,309.2,90.0,1432.0,45.8,163.0,0,0,0,0,0,0
L53491,L,300.9,309.9485790946597,90.0,1555.0,44.5,135.0,0,0,0,0,0,0
H32553,H,299.8752482392333,309.9,90.0,1491.0,38.7,5.0,0,0,0,0,0,0
L50602,L,299.6,310.4,90.0,1557.0,36.0,151.0,0,0,0,0,0,0
L50306,L,300.0,309.6,90.0,1499.0,35.7,104.04401305817885,0,0,0,0,0,0
M18925,M,302.0,310.6,90.0,1411.0,48.3,37.0,0,0,0,0,0,0
M20933,M,300.9,310.8,90.0,1790.0,30.2,195.0,0,0,0,0,0,0
L57029,L,298.3,309.1,90.0,1483.0,44.4,44.0,0,0,0,0,0,0
M19237,M,301.8,309.8,90.0,1611.0,35.0,214.0,1,0,0,0,0,0
M24320,M,297.4,308.1,90.0,1410.0,43.8,127.0,0,0,0,0,0,0
L55609,L,299.0,310.2,90.0,1587.0,31.6,7.0,0,0,0,0,0,0
M22107,M,300.0,309.8,90.0,1523.0,39.2,192.0,0,0,0,0,0,0
L53851,L,299.6,310.7,90.0,1386.0,50.3,0.0,0,0,0,0,0,0
L51719,L,302.5,310.3,90.0,1376.0,32.6,156.0,0,0,0,0,0,0
L54441,L,300.4,309.9485790946597,90.0,1418.0,47.1,14.0,0,0,0,0,0,0
L52815,L,302.6,312.2,90.0,1515.0,36.2,171.0,0,0,0,0,0,0
L48704,L,298.2,309.8,90.0,1501.0,35.8,104.04401305817885,0,0,0,0,0,0
M18666,M,299.6,310.8,90.0,1560.0,44.0,67.0,0,0,0,0,0,0
L55557,L,298.7,309.7,90.0,1525.0,40.3,44.0,0,0,0,0,0,0
M22291,M,299.8752482392333,311.4,90.0,1352.0,61.8,49.0,0,0,0,0,0,0
L56827,L,299.1,309.8,90.0,1533.0,33.4,183.0,0,0,0,0,0,0
M18986,M,302.0,310.6,90.0,1521.588947810716,32.8,146.0,0,0,0,0,0,0
M23164,M,298.7,309.8,90.0,1547.0,36.9,33.0,0,0,0,0,0,0
L53040,L,301.3,310.9,90.0,1480.0,45.7,82.0,0,0,0,0,0,0
L50070,L,299.6,309.7,90.0,1593.0,43.2,170.0,0,0,0,0,0,0
M20933,M,300.9,310.8,90.0,1521.588947810716,26.2,73.0,0,0,0,0,0,0
L56307,L,297.4,308.5,90.0,1477.0,42.0,76.0,0,0,0,0,0,0
L50478,L,301.2,310.4,90.0,1499.0,38.8,61.0,0,0,0,0,0,0
L48721,L,298.0,308.8,90.0,2304.0,49.9,96.0,0,0,0,0,0,0
L56277,L,297.3,308.1,90.0,1642.0,30.9,94.0,0,0,0,0,0,0
L49814,L,300.0,309.1,90.0,1492.0,37.2,117.0,0,0,0,0,0,0
M23394,M,298.5,309.4,90.0,1437.0,45.3,71.0,0,0,0,0,0,0
L49051,L,298.3,308.0,90.0,1385.0,48.6,88.0,0,0,0,0,0,0
L51250,L,301.9,310.6,90.0,1608.0,29.4,193.0,0,0,0,0,0,0
H33499,H,302.2,310.7,90.0,1619.0,32.8,52.0,0,0,0,0,0,0
M15538,M,299.6,309.2,90.0,1447.0,37.6,12.0,0,0,0,0,0,0
M17228,M,299.2,308.3,90.0,1543.0,40.9,83.0,0,0,0,0,0,0
M15122,M,299.8752482392333,309.8,90.0,1736.0,30.6,94.0,0,0,0,0,0,0
L56226,L,297.3,308.4,90.0,1462.0,44.5,67.0,0,0,0,0,0,0
M23146,M,298.8,310.5,90.0,1469.0,44.2,33.0,0,0,0,0,0,0
L56272,L,297.3,308.1,90.0,1765.0,26.4,194.0,0,0,0,0,0,0
H32038,H,300.0,309.9485790946597,90.0,1419.0,38.0,55.0,0,0,0,0,0,0
L56591,L,297.5,308.5,90.0,1639.0,29.0,142.0,0,0,0,0,0,0
L56276,L,297.2,308.1,90.0,1712.0,30.9,76.0,0,0,0,0,0,0
L55261,L,300.3,311.8,90.0,1446.0,45.3,163.0,0,0,0,0,0,0
L53996,L,299.6,310.7,90.0,1609.0,32.3,143.0,0,0,0,0,0,0
L56713,L,299.1,310.5,90.0,1416.0,46.1,97.0,0,0,0,0,0,0
M19857,M,299.8752482392333,312.8,90.0,1369.0,54.4,2.0,1,0,0,0,0,0
L54795,L,300.5,311.4,90.0,1483.0,41.0,53.0,0,0,0,0,0,0
L49910,L,299.6,309.8,90.0,1425.0,45.9,133.0,0,0,0,0,0,0
M23964,M,297.4,308.5,90.0,1890.0,22.8,18.0,0,0,0,0,0,0
L47962,L,296.8,307.9,90.0,1463.0,47.9,50.0,0,0,0,0,0,0
L49463,L,299.3,308.5,90.0,1486.0,,0.0,0,0,0,0,0,0
L50705,L,301.9,310.9,90.0,1375.0,53.1,85.0,0,0,0,0,0,0
L56756,L,299.6,310.7,90.0,1549.0,37.7,205.0,0,0,0,0,0,0
L48232,L,296.7,307.7,90.0,1530.0,42.3,108.0,0,0,0,0,0,0
M20841,M,300.7,310.7,90.0,1347.0,46.6,183.0,0,0,0,0,0,0
H38235,H,297.5,308.5,90.0,1544.0,35.0,49.0,0,0,0,0,0,0
L55886,L,297.2,308.6,90.0,1403.0,50.4,72.0,0,0,0,0,0,0
L47320,L,298.8,308.6,90.0,1435.0,36.1,157.0,0,0,0,0,0,0
L56167,L,297.2,308.6,90.0,1517.0,33.0,96.0,0,0,0,0,0,0
L49508,L,299.2,308.6,90.0,1579.0,36.3,94.0,0,0,0,0,0,0
M17053,M,299.5,308.8,90.0,1483.0,42.8,74.0,0,0,0,0,0,1
L54564,L,299.7,310.4,90.0,1614.0,36.2,181.0,0,0,0,0,0,0
M19124,M,299.6,311.0,90.0,1804.0,26.0,141.0,0,0,0,0,0,0
H33665,H,299.6,311.0,90.0,1469.0,42.4,203.0,0,0,0,0,0,0
M17978,M,300.1,309.2,90.0,1352.0,46.9,162.0,0,0,0,0,0,0
M24225,M,298.1,308.6,90.0,1483.0,27.5,94.0,0,0,0,0,0,0
L56160,L,297.0,307.7,90.0,1483.0,37.6,166.0,0,0,0,0,0,0
L54171,L,300.7,311.1,90.0,1483.0,40.5,74.0,0,0,0,0,0,0
L54330,L,300.2,309.8,90.0,1452.0,46.7,163.0,0,0,0,0,0,0
M20606,M,302.3,311.7,90.0,1341.0,52.3,147.0,0,0,0,0,0,0
M23333,M,298.6,309.7,90.0,1555.0,33.5,104.04401305817885,0,0,0,0,0,0
M20655,M,301.7,311.1,90.0,1628.0,33.6,98.0,0,0,0,0,0,0
M21932,M,300.7,309.9485790946597,90.0,1439.0,39.6,184.0,0,0,0,0,0,0
H36895,H,300.2,309.8,90.0,1553.0,33.1,141.0,0,0,0,0,0,0
L51021,L,302.4,311.1,90.0,1445.0,42.8,168.0,0,0,0,0,0,0
M19412,M,302.7,310.5,90.0,1487.0,46.3,207.0,0,0,0,0,0,0
M21565,M,301.5,310.6,90.0,1386.0,50.0,33.0,0,0,0,0,0,0
M20176,M,303.7,312.8,90.0,1689.0,36.3,94.0,0,0,0,0,0,0
L52047,L,299.6,312.3,90.0,1433.0,49.0,2.0,0,0,0,0,0,0
L52892,L,302.2,311.7,90.0,1483.0,53.0,94.0,0,0,0,0,0,0
L49461,L,299.4,308.7,90.0,1599.0,31.6,104.04401305817885,0,0,0,0,0,0
L50602,L,301.5,310.4,90.0,1615.0,34.1,151.0,0,0,0,0,0,0
M18872,M,302.2,311.2,90.0,1644.0,34.1,179.0,0,0,0,0,0,0
L48868,L,298.2,307.4,90.0,1606.0,,9.0,0,0,0,0,0,0
L48831,L,297.9,307.8,90.0,1424.0,47.8,140.0,0,0,0,0,0,0
M16563,M,298.1,309.8,90.0,1483.0,51.1,51.0,0,0,0,0,0,0
M21644,M,301.3,310.7,90.0,1492.0,40.2,0.0,0,0,0,0,0,0
L51652,L,302.7,310.6,90.0,1401.0,48.2,6.0,0,0,0,0,0,0
M23356,M,298.3,309.4,90.0,1537.0,34.2,181.0,0,0,0,0,0,0
L49615,L,298.9,308.4,90.0,1426.0,46.1,53.0,0,0,0,0,0,0
L55273,L,299.8752482392333,311.6,90.0,1511.0,,23.0,0,0,0,0,0,0
M18454,M,301.9,311.0,90.0,1418.0,46.5,119.0,0,0,0,0,0,0
L53162,L,300.7,310.8,90.0,1486.0,40.3,186.0,0,0,0,0,0,0
L51787,L,303.0,311.2,90.0,1980.0,20.2,139.0,0,0,0,0,0,0
L48815,L,297.9,307.8,90.0,1465.0,39.8,98.0,0,0,0,0,0,0
M23199,M,298.8,309.7,90.0,1671.0,31.8,149.0,0,0,0,0,0,0
L48512,L,298.9,309.8,90.0,1629.0,34.3,94.0,0,0,0,0,0,0
M18918,M,299.6,310.9,90.0,1606.0,33.0,150.0,0,0,0,0,0,0
L53243,L,301.1,311.1,90.0,1408.0,45.9,168.0,0,0,0,0,0,0
L52456,L,303.5,313.0,90.0,1606.0,34.0,0.0,0,0,0,0,0,0
M17886,M,300.3,309.5,90.0,1483.0,46.2,68.0,0,0,0,0,0,0
L53912,L,299.6,311.0,90.0,1503.0,44.6,104.04401305817885,0,0,0,0,0,0
L54159,L,300.9,311.2,90.0,1434.0,60.4,94.0,0,0,0,0,0,0
M15858,M,296.3,307.2,90.0,1483.0,45.9,183.0,0,0,0,0,0,0
L52893,L,302.2,311.4,90.0,1613.0,32.2,197.0,0,0,0,0,0,0
L48965,L,298.4,308.0,90.0,1560.0,33.3,11.0,0,0,0,0,0,0
L52892,L,302.6,312.0,90.0,1781.0,24.9,176.0,0,0,0,0,0,0
L49414,L,299.4,308.6,90.0,1632.0,32.2,121.0,0,0,0,0,0,0
L51283,L,302.0,310.4,90.0,1448.0,43.4,181.0,0,0,0,0,0,0
L51751,L,302.8,310.9,90.0,1436.0,44.1,42.0,0,0,0,0,0,0
M16550,M,297.9,307.8,90.0,1435.0,41.4,57.0,0,0,0,0,0,0
L52141,L,303.9,312.7,90.0,1800.0,24.3,79.0,0,0,0,0,0,0
M19179,M,301.6,310.1,90.0,1483.0,34.6,96.0,0,0,0,0,0,0
L53413,L,301.1,310.1,90.0,1483.0,48.6,153.0,0,0,0,0,0,0
L49683,L,299.2,309.9485790946597,90.0,1595.0,36.8,0.0,0,0,0,0,0,0
L55512,L,298.8,309.7,90.0,1483.0,44.0,139.0,0,0,0,0,0,0
L48784,L,297.9,307.8,90.0,1558.0,40.4,31.0,0,0,0,0,0,0
H30970,H,298.4,308.5,90.0,1580.0,47.1,122.0,0,0,0,0,0,0
L51377,L,302.4,311.0,90.0,1664.0,34.3,193.0,0,0,0,0,0,0
L52850,L,299.6,309.8,90.0,1510.0,45.5,39.0,0,0,0,0,0,0
L50178,L,300.7,309.6,90.0,1483.0,45.6,174.0,0,0,0,0,0,0
M22337,M,299.8752482392333,311.3,90.0,1470.0,40.2,15.0,0,0,0,0,0,0
L48817,L,297.9,307.8,90.0,1476.0,44.7,100.0,0,0,0,0,0,0
L49244,L,299.6,309.8,90.0,1353.0,47.6,168.0,0,0,0,0,0,0
L54891,L,300.4,311.4,90.0,1435.0,44.1,71.0,0,0,0,0,0,0
L56217,L,297.4,308.4,90.0,1615.0,33.7,53.0,0,0,0,0,0,0
L54312,L,300.5,309.9,90.0,1481.0,41.9,94.0,0,0,0,0,0,0
L53730,L,301.3,310.8,90.0,1509.0,44.0,5.0,0,0,0,0,0,0
L47396,L,298.3,308.6,90.0,1483.0,39.2,142.0,0,0,0,0,0,0
H35862,H,301.2,310.7,90.0,1571.0,38.2,94.0,0,0,0,0,0,0
L52257,L,304.3,313.4,90.0,1595.0,32.8,37.0,0,0,0,0,0,0
M15648,M,296.9,308.1,90.0,1501.0,46.3,76.0,0,0,0,0,0,0
L49054,L,298.4,309.8,90.0,1483.0,23.7,98.0,0,0,0,0,0,0
L50644,L,301.5,310.5,90.0,1564.0,42.9,94.0,0,0,0,0,0,0
L53140,L,300.5,310.7,90.0,1418.0,33.5,94.0,0,0,0,0,0,0
M22286,M,300.0,311.4,90.0,1384.0,54.0,104.04401305817885,0,0,0,0,0,0
H34175,H,302.5,311.9,90.0,1332.0,,165.0,1,0,1,0,0,0
L54332,L,300.2,310.1,90.0,1566.0,45.8,94.0,0,0,0,0,0,0
L57140,L,298.2,307.9,90.0,1575.0,35.0,139.0,0,0,0,0,0,0
M19694,M,303.4,311.8,90.0,1355.0,52.8,35.0,1,0,1,0,0,0
L56774,L,299.3,310.3,90.0,1529.0,40.2,94.0,0,0,0,0,0,0
M20956,M,300.8,309.8,90.0,1483.0,40.8,124.0,0,0,0,0,0,0
L48897,L,298.2,307.6,90.0,1557.0,38.1,82.0,0,0,0,0,0,0
L49056,L,298.1,308.0,90.0,1461.0,47.7,98.0,0,0,0,0,0,0
L55077,L,300.8,312.5,90.0,1435.0,39.6,121.0,0,0,0,0,0,0
L50013,L,299.6,309.2,90.0,1463.0,45.0,0.0,0,0,0,0,0,0
L51322,L,301.8,310.3,90.0,1688.0,28.8,54.0,0,0,0,0,0,0
M20974,M,300.8,310.8,90.0,1686.0,27.8,79.0,0,0,0,0,0,0
M22830,M,301.2,312.0,90.0,1540.0,37.2,189.0,0,0,0,0,0,0
M20797,M,300.6,310.5,90.0,1462.0,43.3,68.0,0,0,0,0,0,0
L53723,L,301.4,310.8,90.0,1698.0,29.6,64.0,0,0,0,0,0,0
L50984,L,302.3,310.9,90.0,1378.0,47.9,0.0,0,0,0,0,0,0
L52984,L,299.6,310.9,90.0,1469.0,40.6,94.0,0,0,0,0,0,0
L54071,L,300.9,309.8,90.0,1505.0,38.9,129.0,0,0,0,0,0,0
H31603,H,299.6,309.2,90.0,1554.0,41.6,62.0,0,0,0,0,0,0
L56593,L,298.2,308.8,90.0,1437.0,43.9,205.0,0,0,0,0,0,0
M18813,M,299.6,311.4,90.0,1495.0,39.5,22.0,0,0,0,0,0,0
M24781,M,298.5,308.7,90.0,1347.0,43.8,168.0,0,0,0,0,0,0
L56800,L,299.8752482392333,309.9485790946597,90.0,1559.0,36.6,94.0,0,0,0,0,0,0
L50196,L,300.5,309.7,90.0,1551.0,35.8,173.0,0,0,0,0,0,0
L49838,L,300.0,309.4,90.0,1477.0,44.5,181.0,0,0,0,0,0,0
L54651,L,299.6,311.7,90.0,1551.0,37.1,94.0,0,0,0,0,0,0
L54138,L,300.6,311.7,90.0,1475.0,40.3,87.0,0,0,0,0,0,0
L50101,L,300.8,309.8,90.0,1449.0,42.4,151.0,0,0,0,0,0,0
L53060,L,301.5,311.1,90.0,1394.0,50.1,129.0,0,0,0,0,0,0
L56851,L,299.0,310.2,90.0,1483.0,43.4,24.0,0,0,0,0,0,0
L52708,L,302.5,312.0,90.0,1609.0,35.9,99.0,0,0,0,0,0,0
L56305,L,299.8752482392333,308.5,90.0,1456.0,34.2,72.0,0,0,0,0,0,0
L47875,L,297.6,309.0,90.0,1483.0,40.2,64.0,0,0,0,0,0,0
M23130,M,298.8,310.6,90.0,1495.0,35.1,94.0,0,0,0,0,0,0
L56454,L,298.3,308.7,90.0,1646.0,35.6,204.0,0,0,0,0,0,0
H37371,H,300.3,311.8,90.0,1523.0,38.5,108.0,0,0,0,0,0,0
L53936,L,301.8,311.0,90.0,1433.0,41.8,202.0,0,0,0,0,0,0
L53339,L,299.6,311.0,90.0,1291.0,61.8,180.0,0,0,0,0,0,0
L50157,L,300.4,309.4,90.0,1413.0,41.8,101.0,0,0,0,0,0,0
M24182,M,298.5,309.4,90.0,1512.0,38.1,22.0,0,0,0,0,0,0
L49776,L,299.0,309.8,90.0,1426.0,38.6,181.0,0,0,0,0,0,0
L51587,L,302.5,309.8,90.0,1504.0,38.8,58.0,0,0,0,0,0,0
L54768,L,300.4,311.1,90.0,1348.0,54.8,195.0,0,0,0,0,0,0
L49255,L,299.6,309.4,90.0,1521.588947810716,49.1,195.0,1,0,0,0,1,0
L57110,L,298.3,308.3,90.0,1335.0,57.5,63.0,0,0,0,0,0,0
L47784,L,297.9,309.9,90.0,1483.0,44.1,33.0,0,0,0,0,0,0
L53518,L,300.4,309.9,90.0,1412.0,28.6,206.0,0,0,0,0,0,0
M18671,M,302.1,310.6,90.0,1592.0,33.7,81.0,0,0,0,0,0,0
L53061,L,301.5,311.1,90.0,1952.0,22.7,94.0,0,0,0,0,0,0
M18758,M,302.1,311.1,90.0,1524.0,36.8,5.0,0,0,0,0,0,0
L52647,L,302.9,309.8,90.0,1780.0,26.5,94.0,0,0,0,0,0,0
M17256,M,299.1,308.5,90.0,1715.0,28.7,153.0,0,0,0,0,0,0
L49997,L,300.2,309.5,90.0,1410.0,42.7,130.0,0,0,0,0,0,0
L48365,L,299.6,308.4,90.0,1433.0,42.4,29.0,0,0,0,0,0,0
L50111,L,300.7,309.7,90.0,1461.0,40.4,179.0,0,0,0,0,0,0
L47721,L,297.4,309.4,90.0,1596.0,35.1,96.0,0,0,0,0,0,0
L48204,L,296.3,307.3,90.0,1602.0,31.1,196.0,0,0,0,0,0,0
L49436,L,299.1,308.3,90.0,1428.0,42.4,28.0,0,0,0,0,0,0
L54128,L,299.6,311.2,90.0,1522.0,38.5,61.0,0,0,0,0,0,0
L53685,L,301.0,310.2,90.0,1512.0,40.7,158.0,0,0,0,0,0,0
M24162,M,299.6,308.9,90.0,1459.0,47.5,117.0,0,0,0,0,0,0
L56393,L,297.7,309.8,90.0,1555.0,42.8,90.0,0,0,0,0,0,0
L47894,L,297.4,308.6,90.0,1439.0,41.3,106.0,0,0,0,0,0,0
L56213,L,297.4,308.3,90.0,1386.0,44.0,35.0,0,0,0,0,0,0
L49571,L,299.2,308.4,90.0,1574.0,30.8,142.0,0,0,0,0,0,0
L47485,L,298.0,308.6,90.0,1547.0,36.3,119.0,0,0,0,0,0,0
M18087,M,300.5,309.3,90.0,1547.0,34.9,17.0,0,0,0,0,0,0
L51449,L,302.7,311.0,90.0,1311.0,52.1,108.0,1,0,1,0,0,0
L56871,L,299.0,310.0,90.0,1582.0,35.9,51.0,0,0,0,0,0,0
L53003,L,301.0,311.0,90.0,1416.0,42.6,76.0,0,0,0,0,0,0
L54274,L,300.6,310.2,90.0,1483.0,45.9,17.0,0,0,0,0,0,0
L56490,L,298.4,309.4,90.0,1772.0,24.9,139.0,0,0,0,0,0,0
M22133,M,300.2,310.3,90.0,1600.0,34.9,50.0,0,0,0,0,0,0
L50755,L,301.7,310.5,90.0,1606.0,33.4,94.0,0,0,0,0,0,0
L47975,L,299.6,307.8,90.0,1483.0,36.3,79.0,0,0,0,0,0,0
L55540,L,298.6,309.6,90.0,1540.0,38.0,5.0,0,0,0,0,0,0
L48232,L,299.6,307.8,90.0,1526.0,37.8,94.0,0,0,0,0,0,0
L52334,L,299.6,309.8,90.0,1418.0,37.6,25.0,0,0,0,0,0,0
L49528,L,299.3,308.4,90.0,1477.0,42.6,174.0,0,0,0,0,0,0
L49794,L,299.3,309.1,90.0,1525.0,36.8,62.0,0,0,0,0,0,0
L50202,L,300.5,309.5,90.0,1461.0,45.5,94.0,0,0,0,0,0,0
M15683,M,296.6,307.5,90.0,1459.0,45.0,153.0,0,0,0,0,0,0
L54518,L,299.8,310.5,90.0,1381.0,57.3,206.0,0,0,0,0,0,0
M20918,M,300.9,310.6,90.0,1521.588947810716,35.9,125.0,0,0,0,0,0,0
L54757,L,299.6,309.8,90.0,1530.0,41.2,169.0,0,0,0,0,0,0
M20430,M,302.4,311.9,90.0,1483.0,54.5,49.0,0,0,0,0,0,0
L47693,L,297.4,309.2,90.0,1428.0,44.8,26.0,0,0,0,0,0,0
